algo,roll_rms,roll_ptp,pitch_rms,pitch_ptp
Mahony,27.777854919433594,91.27165222167969,7.202805042266846,28.19063949584961
Madgwick,3.8635246753692627,18.686561584472656,3.2961249351501465,15.235162734985352
EKF,9.851201057434082,48.032928466796875,16.74233055114746,82.56378173828125
