algo,drift_deg_per_hr,noise_deg,time_s,q_source
Mahony,0.21723455639436182,0.05814763284548822,1.4000866413116455,Parameter sweep
Madgwick,-0.3724924639278674,0.38849038458834356,1.3087124824523926,Default beta=0.05
EKF,0.09156280221646701,0.04699476174627517,18.93431043624878,Allan ARW=0.41 BI=6.8
