algo,drift_deg_hr,noise_deg,time_s
Mahony,0.21723455639436182,0.05814763284548822,1.3777351379394531
Madgwick,-0.3724924639278674,0.38849038458834356,1.2987358570098877
EKF,0.09156280221646701,0.04699476174627517,18.916819095611572
